image_name,camera,index_in_camera,pair_index,variation_id,ground_truth_posture,ground_truth_status,ground_truth_error,ground_truth_error_text,ground_truth_side,label_name,image_path
DJI_20260917132733_0082_D.JPG,Cam 5,26,0,14,MUZHUMANDI,INCORRECT,FEET_APART_HEEL_DOWN,Feet far apart and heel pressing on floor,,MUZHUMANDI - INCORRECT - Feet far apart and heel pressing on floor,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 5\DJI_20260917132733_0082_D.JPG
DJI_20260917132735_0083_D.JPG,Cam 5,27,1,14,MUZHUMANDI,INCORRECT,FEET_APART_HEEL_DOWN,Feet far apart and heel pressing on floor,,MUZHUMANDI - INCORRECT - Feet far apart and heel pressing on floor,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 5\DJI_20260917132735_0083_D.JPG
DJI_20260917132751_0084_D.JPG,Cam 5,28,0,15,SWASTIKAPADAM,INCORRECT,OVERCROSSING_SHINS,Overcrossing shins,RIGHT,SWASTIKAPADAM - INCORRECT - Overcrossing shins - right leg,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 5\DJI_20260917132751_0084_D.JPG
DJI_20260917132753_0085_D.JPG,Cam 5,29,1,15,SWASTIKAPADAM,INCORRECT,OVERCROSSING_SHINS,Overcrossing shins,RIGHT,SWASTIKAPADAM - INCORRECT - Overcrossing shins - right leg,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 5\DJI_20260917132753_0085_D.JPG
DJI_20260917132825_0086_D.JPG,Cam 5,30,0,16,SWASTIKAPADAM,INCORRECT,OVERCROSSING_SHINS,Overcrossing shins,LEFT,SWASTIKAPADAM - INCORRECT - Overcrossing shins - left leg,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 5\DJI_20260917132825_0086_D.JPG
DJI_20260917132826_0087_D.JPG,Cam 5,31,1,16,SWASTIKAPADAM,INCORRECT,OVERCROSSING_SHINS,Overcrossing shins,LEFT,SWASTIKAPADAM - INCORRECT - Overcrossing shins - left leg,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 5\DJI_20260917132826_0087_D.JPG
DJI_20260917132841_0088_D.JPG,Cam 5,32,0,17,SWASTIKAPADAM,INCORRECT,INSUFFICIENT_ARAMANDI,Insufficient Aramandi,RIGHT,SWASTIKAPADAM - INCORRECT - Insufficient Aramandi - right leg,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 5\DJI_20260917132841_0088_D.JPG
DJI_20260917132842_0089_D.JPG,Cam 5,33,1,17,SWASTIKAPADAM,INCORRECT,INSUFFICIENT_ARAMANDI,Insufficient Aramandi,RIGHT,SWASTIKAPADAM - INCORRECT - Insufficient Aramandi - right leg,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 5\DJI_20260917132842_0089_D.JPG
DJI_20260917132906_0090_D.JPG,Cam 5,34,0,18,SWASTIKAPADAM,INCORRECT,INSUFFICIENT_ARAMANDI,Insufficient Aramandi,LEFT,SWASTIKAPADAM - INCORRECT - Insufficient Aramandi - left leg,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 5\DJI_20260917132906_0090_D.JPG
DJI_20260917132909_0091_D.JPG,Cam 5,35,1,18,SWASTIKAPADAM,INCORRECT,INSUFFICIENT_ARAMANDI,Insufficient Aramandi,LEFT,SWASTIKAPADAM - INCORRECT - Insufficient Aramandi - left leg,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 5\DJI_20260917132909_0091_D.JPG
DJI_20260917133308_0092_D.JPG,Cam 5,36,0,19,PATAKA,INCORRECT,ELBOWS_NOT_ALIGNED,Elbows down / not aligned with shoulders,,PATAKA - INCORRECT - Elbows down / not aligned with shoulders,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 5\DJI_20260917133308_0092_D.JPG
DJI_20260917133309_0093_D.JPG,Cam 5,37,1,19,PATAKA,INCORRECT,ELBOWS_NOT_ALIGNED,Elbows down / not aligned with shoulders,,PATAKA - INCORRECT - Elbows down / not aligned with shoulders,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 5\DJI_20260917133309_0093_D.JPG
DJI_20260917133318_0094_D.JPG,Cam 5,38,0,20,ALAPADMA,INCORRECT,ELBOWS_NOT_ALIGNED,Elbows not aligned with shoulders,,ALAPADMA - INCORRECT - Elbows not aligned with shoulders,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 5\DJI_20260917133318_0094_D.JPG
DJI_20260917133319_0095_D.JPG,Cam 5,39,1,20,ALAPADMA,INCORRECT,ELBOWS_NOT_ALIGNED,Elbows not aligned with shoulders,,ALAPADMA - INCORRECT - Elbows not aligned with shoulders,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 5\DJI_20260917133319_0095_D.JPG
DJI_20260917133408_0096_D.JPG,Cam 5,40,0,21,ALAPADMA,CORRECT,,,,ALAPADMA - CORRECT,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 5\DJI_20260917133408_0096_D.JPG
DJI_20260917133409_0097_D.JPG,Cam 5,41,1,21,ALAPADMA,CORRECT,,,,ALAPADMA - CORRECT,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 5\DJI_20260917133409_0097_D.JPG
DJI_20260917133417_0098_D.JPG,Cam 5,42,0,22,MUSHTI,CORRECT,,,,MUSHTI - CORRECT,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 5\DJI_20260917133417_0098_D.JPG
DJI_20260917133418_0099_D.JPG,Cam 5,43,1,22,MUSHTI,CORRECT,,,,MUSHTI - CORRECT,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 5\DJI_20260917133418_0099_D.JPG
DJI_20260917133452_0100_D.JPG,Cam 5,44,0,23,KATAKAMUKHA,CORRECT,,,,KATAKAMUKHA - CORRECT,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 5\DJI_20260917133452_0100_D.JPG
DJI_20260917133454_0101_D.JPG,Cam 5,45,1,23,KATAKAMUKHA,CORRECT,,,,KATAKAMUKHA - CORRECT,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 5\DJI_20260917133454_0101_D.JPG
DJI_20260917133505_0102_D.JPG,Cam 5,46,0,24,PATAKA,INCORRECT,FINGERS_TOO_FAR_APART,Fingers too far apart,,PATAKA - INCORRECT - Fingers too far apart,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 5\DJI_20260917133505_0102_D.JPG
DJI_20260917133510_0103_D.JPG,Cam 5,47,1,24,PATAKA,INCORRECT,FINGERS_TOO_FAR_APART,Fingers too far apart,,PATAKA - INCORRECT - Fingers too far apart,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 5\DJI_20260917133510_0103_D.JPG
DJI_20260917133555_0104_D.JPG,Cam 5,48,0,25,KATAKAMUKHA,INCORRECT,FINGERS_BENT,Fingers bent,,KATAKAMUKHA - INCORRECT - Fingers bent,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 5\DJI_20260917133555_0104_D.JPG
DJI_20260917133558_0105_D.JPG,Cam 5,49,1,25,KATAKAMUKHA,INCORRECT,FINGERS_BENT,Fingers bent,,KATAKAMUKHA - INCORRECT - Fingers bent,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 5\DJI_20260917133558_0105_D.JPG
DJI_20260917133633_0106_D.JPG,Cam 5,50,0,26,MUSHTI,INCORRECT,PINKY_DROPPED,Pinky dropped / fingers loose,,MUSHTI - INCORRECT - Pinky dropped / fingers loose,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 5\DJI_20260917133633_0106_D.JPG
DJI_20260917133635_0107_D.JPG,Cam 5,51,1,26,MUSHTI,INCORRECT,PINKY_DROPPED,Pinky dropped / fingers loose,,MUSHTI - INCORRECT - Pinky dropped / fingers loose,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 5\DJI_20260917133635_0107_D.JPG
DJI_20260917131549_0049_D.JPG,Cam 6,0,0,1,ARAMANDI,CORRECT,,,,ARAMANDI - CORRECT,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 6\DJI_20260917131549_0049_D.JPG
DJI_20260917131553_0050_D.JPG,Cam 6,1,1,1,ARAMANDI,CORRECT,,,,ARAMANDI - CORRECT,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 6\DJI_20260917131553_0050_D.JPG
DJI_20260917131859_0051_D.JPG,Cam 6,2,0,2,SAMAPADHAM,CORRECT,,,,SAMAPADHAM - CORRECT,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 6\DJI_20260917131859_0051_D.JPG
DJI_20260917131902_0052_D.JPG,Cam 6,3,1,2,SAMAPADHAM,CORRECT,,,,SAMAPADHAM - CORRECT,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 6\DJI_20260917131902_0052_D.JPG
DJI_20260917132012_0053_D.JPG,Cam 6,4,0,3,MUZHUMANDI,CORRECT,,,,MUZHUMANDI - CORRECT,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 6\DJI_20260917132012_0053_D.JPG
DJI_20260917132014_0054_D.JPG,Cam 6,5,1,3,MUZHUMANDI,CORRECT,,,,MUZHUMANDI - CORRECT,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 6\DJI_20260917132014_0054_D.JPG
DJI_20260917132102_0055_D.JPG,Cam 6,6,0,4,SWASTIKAPADAM,CORRECT,,,RIGHT,SWASTIKAPADAM - CORRECT - right leg,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 6\DJI_20260917132102_0055_D.JPG
DJI_20260917132104_0056_D.JPG,Cam 6,7,1,4,SWASTIKAPADAM,CORRECT,,,RIGHT,SWASTIKAPADAM - CORRECT - right leg,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 6\DJI_20260917132104_0056_D.JPG
DJI_20260917132129_0057_D.JPG,Cam 6,8,0,5,SWASTIKAPADAM,CORRECT,,,LEFT,SWASTIKAPADAM - CORRECT - left leg,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 6\DJI_20260917132129_0057_D.JPG
DJI_20260917132132_0058_D.JPG,Cam 6,9,1,5,SWASTIKAPADAM,CORRECT,,,LEFT,SWASTIKAPADAM - CORRECT - left leg,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 6\DJI_20260917132132_0058_D.JPG
DJI_20260917132204_0059_D.JPG,Cam 6,10,0,6,ARAMANDI,INCORRECT,INSUFFICIENT_KNEE_BEND,Insufficient knee bend,,ARAMANDI - INCORRECT - Insufficient knee bend,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 6\DJI_20260917132204_0059_D.JPG
DJI_20260917132206_0060_D.JPG,Cam 6,11,1,6,ARAMANDI,INCORRECT,INSUFFICIENT_KNEE_BEND,Insufficient knee bend,,ARAMANDI - INCORRECT - Insufficient knee bend,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 6\DJI_20260917132206_0060_D.JPG
DJI_20260917132245_0061_D.JPG,Cam 6,12,0,7,ARAMANDI,INCORRECT,FEET_TOO_FAR_APART,Feet too far apart,,ARAMANDI - INCORRECT - Feet too far apart,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 6\DJI_20260917132245_0061_D.JPG
DJI_20260917132246_0062_D.JPG,Cam 6,13,1,7,ARAMANDI,INCORRECT,FEET_TOO_FAR_APART,Feet too far apart,,ARAMANDI - INCORRECT - Feet too far apart,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 6\DJI_20260917132246_0062_D.JPG
DJI_20260917132319_0063_D.JPG,Cam 6,14,0,8,ARAMANDI,INCORRECT,FEET_NOT_IN_LINE,Feet not spread in a straight line / V-shaped,,ARAMANDI - INCORRECT - Feet not spread in a straight line / V-shaped,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 6\DJI_20260917132319_0063_D.JPG
DJI_20260917132321_0064_D.JPG,Cam 6,15,1,8,ARAMANDI,INCORRECT,FEET_NOT_IN_LINE,Feet not spread in a straight line / V-shaped,,ARAMANDI - INCORRECT - Feet not spread in a straight line / V-shaped,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 6\DJI_20260917132321_0064_D.JPG
DJI_20260917132342_0065_D.JPG,Cam 6,16,0,9,SAMAPADHAM,INCORRECT,FEET_TOO_FAR_APART,Feet too far apart,,SAMAPADHAM - INCORRECT - Feet too far apart,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 6\DJI_20260917132342_0065_D.JPG
DJI_20260917132344_0066_D.JPG,Cam 6,17,1,9,SAMAPADHAM,INCORRECT,FEET_TOO_FAR_APART,Feet too far apart,,SAMAPADHAM - INCORRECT - Feet too far apart,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 6\DJI_20260917132344_0066_D.JPG
DJI_20260917132559_0067_D.JPG,Cam 6,18,0,10,SAMAPADHAM,INCORRECT,FEET_NOT_ALIGNED,Feet not aligned / V-shaped,,SAMAPADHAM - INCORRECT - Feet not aligned / V-shaped,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 6\DJI_20260917132559_0067_D.JPG
DJI_20260917132601_0068_D.JPG,Cam 6,19,1,10,SAMAPADHAM,INCORRECT,FEET_NOT_ALIGNED,Feet not aligned / V-shaped,,SAMAPADHAM - INCORRECT - Feet not aligned / V-shaped,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 6\DJI_20260917132601_0068_D.JPG
DJI_20260917132635_0069_D.JPG,Cam 6,20,0,11,SAMAPADHAM,INCORRECT,WEIGHT_ON_ONE_LEG,More weight on one leg,,SAMAPADHAM - INCORRECT - More weight on one leg,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 6\DJI_20260917132635_0069_D.JPG
DJI_20260917132637_0070_D.JPG,Cam 6,21,1,11,SAMAPADHAM,INCORRECT,WEIGHT_ON_ONE_LEG,More weight on one leg,,SAMAPADHAM - INCORRECT - More weight on one leg,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 6\DJI_20260917132637_0070_D.JPG
DJI_20260917132649_0071_D.JPG,Cam 6,22,0,12,MUZHUMANDI,INCORRECT,KNEES_FACING_FORWARD,Feet and knees facing forward,,MUZHUMANDI - INCORRECT - Feet and knees facing forward,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 6\DJI_20260917132649_0071_D.JPG
DJI_20260917132651_0072_D.JPG,Cam 6,23,1,12,MUZHUMANDI,INCORRECT,KNEES_FACING_FORWARD,Feet and knees facing forward,,MUZHUMANDI - INCORRECT - Feet and knees facing forward,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 6\DJI_20260917132651_0072_D.JPG
DJI_20260917132740_0073_D.JPG,Cam 6,24,0,13,MUZHUMANDI,INCORRECT,BACK_BENT_FORWARD,Back bent forward,,MUZHUMANDI - INCORRECT - Back bent forward,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 6\DJI_20260917132740_0073_D.JPG
DJI_20260917132742_0074_D.JPG,Cam 6,25,1,13,MUZHUMANDI,INCORRECT,BACK_BENT_FORWARD,Back bent forward,,MUZHUMANDI - INCORRECT - Back bent forward,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 6\DJI_20260917132742_0074_D.JPG
DJI_20260917132806_0075_D.JPG,Cam 6,26,0,14,MUZHUMANDI,INCORRECT,FEET_APART_HEEL_DOWN,Feet far apart and heel pressing on floor,,MUZHUMANDI - INCORRECT - Feet far apart and heel pressing on floor,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 6\DJI_20260917132806_0075_D.JPG
DJI_20260917132807_0076_D.JPG,Cam 6,27,1,14,MUZHUMANDI,INCORRECT,FEET_APART_HEEL_DOWN,Feet far apart and heel pressing on floor,,MUZHUMANDI - INCORRECT - Feet far apart and heel pressing on floor,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 6\DJI_20260917132807_0076_D.JPG
DJI_20260917132840_0077_D.JPG,Cam 6,28,0,15,SWASTIKAPADAM,INCORRECT,OVERCROSSING_SHINS,Overcrossing shins,RIGHT,SWASTIKAPADAM - INCORRECT - Overcrossing shins - right leg,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 6\DJI_20260917132840_0077_D.JPG
DJI_20260917132841_0078_D.JPG,Cam 6,29,1,15,SWASTIKAPADAM,INCORRECT,OVERCROSSING_SHINS,Overcrossing shins,RIGHT,SWASTIKAPADAM - INCORRECT - Overcrossing shins - right leg,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 6\DJI_20260917132841_0078_D.JPG
